distinct_id,game_num,killer_with_friend_num,friend_num,new_num,duomaomao_num,advance_num,twelve_num,duomaomao2_num,min,total_pay
149257223,1213,300,8,0,0,1211,2,0,1.167,93
149262653,1082,507,11,13,5,188,15,861,0.3,8
149392108,522,20,4,0,2,0,416,104,,
149521774,579,75,12,0,9,520,3,47,,
149570183,586,83,46,27,52,324,130,53,,
149702931,584,389,7,107,35,20,408,14,,12
149705421,683,68,2,0,0,683,0,0,3.017,
149877919,623,71,7,24,6,44,546,3,,
15857670,557,213,5,0,1,556,0,0,,
16036986,674,136,45,7,0,561,103,3,,
16515163,589,566,3,70,4,69,425,21,,6
19351682,526,283,55,15,9,3,496,3,4.283,18
21065357,960,489,5,49,21,884,4,2,,
21240478,788,24,6,3,8,17,724,36,,80
22297608,896,279,22,73,808,1,0,14,,
23136711,658,293,19,0,26,112,514,6,,
25952339,534,418,23,1,15,83,413,22,0.1,18
26066963,813,296,16,1,287,519,1,5,30.483,1
26236492,620,165,32,4,25,69,52,470,43,222
28087862,597,19,2,0,0,591,2,4,,
28415873,747,100,27,28,37,671,9,2,47.583,6
29476775,778,402,15,0,55,4,658,61,,
31158699,571,254,17,21,80,19,432,19,,
34458410,475,78,,0,4,1,470,0,,
34778949,622,248,64,6,24,11,213,368,,6
36071361,796,710,3,761,30,5,0,0,,6
37389685,644,229,49,3,49,8,579,5,0.533,6
37927145,642,378,15,0,108,269,6,259,0.233,
39590929,1026,540,65,19,173,810,3,21,,
41799906,766,140,18,8,2,716,31,9,,
43682434,643,423,51,17,110,23,22,471,16.25,45
44285463,827,353,11,0,1,791,2,33,0.283,110
44409485,1244,1142,27,9,10,0,1048,177,1.583,220
45541866,546,187,4,0,14,0,461,71,,36
46552163,806,553,7,20,27,755,1,3,,
49297640,586,251,4,0,13,571,0,2,2.833,
50808539,656,416,4,2,0,645,0,9,5.217,
52825820,2751,1872,38,11,239,2397,48,56,1092.367,344
53146942,1070,8,4,245,120,509,48,148,1.833,
53345260,968,543,25,373,336,192,14,53,,
53682099,929,326,33,115,309,382,69,54,26.783,
53988872,649,438,48,0,5,17,627,0,,
54780282,520,130,23,4,3,3,501,9,0.1,206
56097373,535,90,15,0,0,535,0,0,,
56310730,649,73,75,166,83,259,27,114,0.333,42
57950174,550,5,7,0,1,533,10,6,,
59668791,729,181,26,655,16,43,3,12,,6
60200673,645,65,9,3,35,594,4,9,,
60328299,782,195,18,15,2,747,8,10,19.617,1056
60513097,626,167,12,0,0,616,0,10,,
62033312,617,51,56,2,2,590,1,22,0.167,
63770927,717,79,18,590,44,19,31,33,,
67320392,786,16,1,0,6,8,760,12,,
67494824,506,20,13,11,4,332,157,2,,
68398368,1687,762,2,7,9,1669,0,2,8.05,204
68422715,670,218,31,29,1,56,526,58,,
68704213,2106,1518,30,77,1435,354,227,13,2057.533,6
69141837,591,163,28,38,155,18,271,109,0.55,30
70830453,547,173,30,59,2,480,6,0,,38
71066498,796,226,9,15,512,258,8,3,,
71131579,618,144,11,21,10,585,0,2,20.633,
71430823,904,201,112,0,1,1,680,222,25.95,
71528626,527,118,45,67,3,48,409,0,,
72035122,973,452,37,0,0,964,9,0,0.133,
73551783,991,758,12,31,13,847,98,2,11.15,146
73855386,1291,167,27,33,1,814,13,430,1.55,
77446497,546,355,14,34,32,366,78,36,,19
79090510,600,60,10,0,3,596,0,1,,6
79701741,699,97,3,5,3,691,0,0,,18
79772218,719,494,29,19,0,695,2,3,,281
79810887,461,6,3,0,0,0,461,0,,
80762547,573,19,7,64,4,0,503,2,,
82236698,602,378,13,0,1,0,481,120,,
82277631,499,106,28,0,9,149,310,31,14.617,
82767201,813,111,9,5,9,3,780,16,,
82944952,1029,76,33,216,19,394,23,377,,6
83449342,920,835,17,39,31,833,10,7,,
85235163,656,211,21,0,0,15,633,8,0.483,9
85486567,1307,724,12,12,113,1173,7,2,0.817,28
88615961,652,20,5,57,2,575,18,0,185.167,18
89354052,669,337,22,11,125,505,10,18,,
90105218,596,16,1,0,0,485,111,0,,
90903201,686,523,2,23,15,607,6,35,6.55,13
91665162,735,64,11,0,21,651,3,60,,
91869710,564,389,5,24,0,4,536,0,0.983,
94171446,1759,750,82,355,16,889,0,499,7.65,93
94849487,593,51,,0,0,580,10,3,,
96427855,612,203,82,83,4,525,0,0,,
97232256,769,524,24,0,0,8,752,9,15.667,6
98704301,994,300,24,0,323,569,53,49,,7
99958171,491,52,15,0,2,0,489,0,0.6,
101563880,880,842,37,27,260,89,152,352,134.317,
102065089,1123,224,,0,9,735,0,379,,
102525729,569,142,8,0,0,555,0,14,,
105021545,978,511,42,7,0,942,29,0,1816.133,12
105926298,548,370,13,86,58,27,374,3,1.9,
107638251,614,227,2,0,8,590,11,5,0.4,
107953478,807,18,8,14,553,114,15,111,,
108386282,723,571,37,7,22,693,1,0,0.2,2
109158536,797,241,30,0,382,42,356,17,0.25,
109279547,1003,205,127,646,149,134,32,42,,
109698930,575,80,6,2,3,567,1,2,,
109774762,735,545,7,8,6,382,6,333,,
110031192,1008,209,13,422,208,353,24,1,,
110122879,652,29,16,14,246,13,350,29,,
110338628,700,441,54,290,42,353,11,4,32.217,6
110348601,569,56,22,90,46,62,214,157,,7
110378841,816,565,20,10,53,753,0,0,9.75,
110560710,1337,199,134,154,927,121,32,103,,
110674244,633,2,3,0,0,632,1,0,,
110677592,712,231,68,296,260,22,40,94,,130
110693279,549,535,11,2,27,517,3,0,,
110720284,2001,1494,104,152,107,1618,38,86,2644.35,813
110830391,1259,402,4,1110,15,91,18,25,,
110919376,523,38,4,0,0,523,0,0,,
110951920,693,181,27,0,4,13,479,197,,92
110971057,892,118,2,5,21,28,801,37,,
110991094,860,336,51,2,0,264,580,14,2.267,548
111022144,689,97,15,85,325,117,21,141,0.1,
111077844,992,280,45,860,29,103,0,0,0.8,124
111151603,1177,302,81,18,75,1068,5,11,0.55,
111238215,590,239,7,6,2,582,0,0,0.217,
111358104,567,114,14,5,48,8,479,27,0.533,
111490720,526,20,37,0,0,0,482,44,,
111621379,463,295,21,0,0,60,393,10,,
111686955,896,101,32,1,11,859,10,15,,
111706265,639,43,4,10,165,257,41,166,1.117,6
111758295,563,78,3,7,2,548,6,0,,
111783287,889,481,58,29,22,655,29,154,0.317,
111818174,692,499,25,12,526,116,31,7,0.35,
111923221,667,300,2,1,1,535,20,110,65.083,24
112005433,1653,149,33,70,1035,180,33,335,,
112032696,1051,146,4,1,2,804,2,242,0.05,
112064568,551,372,17,5,3,207,331,5,,
112106424,839,42,6,0,9,830,0,0,0.383,
112111030,558,159,32,11,11,535,1,0,54.6,363
112112791,608,448,6,7,31,508,58,4,2.467,
112218525,779,72,31,500,227,44,5,3,,7
112267488,873,221,116,102,8,58,684,21,6.35,
112323881,572,130,9,106,5,443,18,0,3.767,
112406239,629,215,27,411,2,216,0,0,,74
112827174,582,229,12,0,0,99,482,1,,6
112918213,843,344,2,0,0,0,743,100,,
112946245,656,207,5,2,3,6,634,11,,
112994108,1233,606,6,0,8,241,191,793,6.35,642
113030424,798,63,27,50,39,53,571,85,9.85,
113067949,996,93,95,27,570,318,3,78,0.683,
113127900,844,602,90,0,0,698,146,0,,97
113196866,739,282,23,58,50,576,38,17,0.6,
113277990,563,377,20,73,7,59,375,49,,43
113304576,686,524,55,291,46,17,332,0,0.433,24
113346060,876,132,14,324,8,529,10,5,5.483,
113430205,678,552,127,0,0,0,676,2,29.217,1
113627851,447,40,14,0,9,0,435,3,,
113722221,581,129,4,31,18,505,27,0,,
113773122,649,290,5,10,0,631,2,6,2.25,24
113786050,659,369,45,14,523,22,94,6,,
113871012,573,41,7,0,6,538,29,0,,
113904068,468,3,,5,0,22,440,1,0.3,
114075868,620,122,25,3,0,609,6,2,,12
114151308,630,59,10,0,11,520,28,71,0.733,
114296760,622,287,21,13,1,608,0,0,0.333,
114364914,637,334,25,2,2,633,0,0,,6
114368220,1376,855,11,37,1,1332,5,1,,12
114451236,640,17,13,137,79,223,62,139,,
114502623,753,67,19,0,22,564,81,86,,6
114554351,1092,7,3,0,0,2,1071,19,,
114579443,1340,353,12,50,45,1244,1,0,,
114694274,228,145,44,31,120,1,74,2,,
114744106,756,194,34,99,25,125,504,3,,6
114757296,675,16,5,0,0,672,3,0,,
114767881,832,109,60,191,287,74,59,221,,
114826618,482,28,4,0,8,5,457,12,,
114854086,659,,,2,3,636,6,12,,
114916924,1312,913,76,31,133,974,20,154,0.967,3
115057426,924,77,5,0,1,5,380,538,,6
115280617,1320,225,140,0,11,1302,0,7,,
115314399,1462,267,35,0,0,1458,4,0,0.05,612
115409830,1098,383,2,10,1,10,1072,5,,6
115469412,690,246,57,4,4,1,675,6,,
115476610,534,34,4,0,0,6,528,0,,
115624843,498,19,7,0,5,6,461,26,,
115828057,898,330,16,0,7,877,3,11,2.55,648
115828619,982,196,15,3,0,951,4,24,10.617,
115932496,747,288,30,56,165,321,1,204,,
115963219,773,224,97,51,31,28,38,625,4.5,
115973766,513,339,15,42,1,109,360,1,,12
116173521,836,4,1,0,0,834,2,0,,6
116193904,997,55,11,0,1,996,0,0,0.117,24
116210849,1068,119,8,3,96,686,10,273,,15
116286417,758,113,19,42,145,138,310,123,1.817,6
116332104,641,346,20,0,152,469,11,9,,54
116391834,825,625,44,12,142,621,6,44,397.567,7
116491677,591,400,19,198,19,349,25,0,0.067,
116551627,542,114,40,0,1,525,0,16,,
116649601,524,159,32,94,2,264,158,6,0.35,
116672893,914,29,8,1,0,907,5,1,,
116766676,477,169,30,0,7,8,395,67,,
116777168,818,56,36,13,397,178,25,205,6.867,
116786776,659,7,9,0,33,337,171,118,0.1,
116914233,614,142,26,2,30,23,288,271,,
117310025,581,174,33,79,9,65,390,38,,
117486406,561,423,2,1,0,560,0,0,,
117592774,546,41,29,1,4,541,0,0,,
117594515,602,20,3,3,2,531,8,58,,
117594527,1055,1039,20,0,27,999,28,1,342.517,18
117796523,768,399,34,18,197,36,358,159,101.95,
117982591,603,249,13,0,64,513,3,23,0.017,
118055995,639,108,21,23,5,581,8,22,,
118104670,1206,980,40,57,144,1000,2,3,3.85,12
118206805,718,405,7,0,1,717,0,0,,6
118213280,696,375,54,386,149,133,23,5,1.35,
118363542,468,327,35,12,67,27,362,0,1.333,
118365187,669,416,,0,4,462,2,201,,
118369088,592,346,2,0,2,0,507,83,0.567,
118434259,1141,86,57,507,331,84,69,150,,
118476908,584,86,8,97,115,100,270,2,,
118482730,580,337,15,22,3,450,4,101,,
118500657,680,420,72,92,44,512,17,15,0.1,
118512787,1084,39,1,0,0,1083,1,0,,
118582275,679,31,23,95,189,126,128,141,,
118733493,684,441,9,6,19,62,590,7,136.483,
118735892,506,348,1,0,38,101,366,1,,
118742814,642,273,34,0,27,79,512,24,0.417,
118809519,1018,466,16,234,136,633,14,1,0.15,
119043656,878,238,3,18,0,860,0,0,,
119082984,773,11,3,0,0,766,2,5,,6
119100941,769,128,9,0,0,768,1,0,,264
119170352,906,137,14,0,1,1,904,0,,
119183792,950,502,66,620,13,248,58,11,,
119192969,630,550,10,26,30,543,14,17,,
119334104,639,28,32,5,1,440,184,9,,6
119391261,1427,791,73,368,249,428,92,290,0.117,
119418968,623,485,16,12,0,543,3,65,4.25,
119446730,683,113,3,0,0,682,0,1,,
119488793,551,252,28,6,82,1,347,115,,
119620577,792,80,14,41,696,53,1,1,,
119724991,1014,143,13,29,31,8,878,68,0.867,
119766017,989,79,8,0,0,989,0,0,,
119766499,706,219,26,4,1,10,680,11,,
119817810,657,56,2,30,166,54,377,30,,
119823909,569,202,44,11,0,551,6,1,,
119835344,782,218,51,446,150,129,32,25,,
119894672,824,387,14,92,23,601,64,44,1.233,
119894751,766,641,17,3,0,763,0,0,0.167,6
119979080,871,560,9,0,52,804,2,13,,
119999136,612,52,58,9,0,8,589,6,,6
120107278,527,52,68,1,33,417,37,39,,6
120127498,555,194,38,0,34,139,162,220,,21
120288353,530,92,27,44,2,9,461,14,8.933,74
120293521,1546,670,41,763,125,650,8,0,,
12029611,1379,827,81,0,6,733,640,0,0.317,6
120444046,672,172,42,126,1,22,523,0,0.617,
120532166,772,81,8,0,9,9,361,393,,93
120572362,619,6,9,0,0,619,0,0,,
120618244,612,250,10,3,1,25,145,438,0.133,
120720268,609,99,58,70,92,70,136,241,,
120827654,599,141,14,45,75,374,39,66,1.383,63
120894364,852,403,30,1,47,705,3,96,5.65,
120962270,780,434,12,40,23,664,28,25,164.65,
121150419,994,475,12,88,60,169,2,675,,
121220015,693,125,48,1,0,337,149,206,0.05,
121385543,453,58,48,0,0,3,440,10,,67
121444847,609,22,2,0,1,0,608,0,,
121482644,454,141,11,0,4,3,443,4,,6
121531632,1065,153,7,150,216,631,12,56,,6
121565558,553,53,32,0,2,3,542,6,,
121602846,567,97,71,77,28,423,6,33,,
121632702,728,128,34,0,0,705,13,10,7.95,48
121701367,708,439,60,145,27,422,44,70,0.15,261
121761029,518,29,7,0,0,0,517,1,,
121822145,502,166,36,0,55,34,350,63,,26
121860717,634,7,1,0,0,633,1,0,,
122061915,653,27,5,0,0,642,0,11,,
122132726,788,457,13,7,0,5,534,242,,68
122265370,590,38,17,1,3,513,14,59,,
122369289,747,76,18,627,119,0,1,0,,
122409632,717,114,16,10,63,634,9,1,,
122427851,754,228,24,25,0,64,629,36,,
122456602,524,257,13,48,41,32,386,17,,
122461709,485,478,8,6,0,0,464,15,,
122475273,671,28,1,0,3,666,2,0,,
122506019,688,64,8,0,0,43,641,4,,
100352727,521,65,29,0,1,13,504,3,,471
103427520,1209,74,3,0,11,1184,3,11,,
105716369,803,474,112,289,240,82,182,10,2.033,1
105801829,932,599,18,140,548,234,7,3,113.2,
10702233,625,84,12,0,3,621,0,1,3.767,
107681589,770,745,9,9,17,5,736,3,511.367,63
107754502,625,7,20,0,0,621,1,3,0.9,
108451224,757,118,33,3,5,538,206,5,0.267,98
108496247,909,12,2,0,0,0,908,1,2.75,
108927404,813,337,4,19,12,750,21,11,,
110047924,543,347,,0,0,520,10,13,0.233,12
110155713,563,150,,0,0,0,453,110,,
110202555,904,126,7,388,352,145,9,10,,
110595581,815,174,58,749,1,58,3,4,12.8,70
110667029,652,41,19,5,62,150,122,313,0.8,
110853925,691,107,17,1,0,690,0,0,0.4,24
110864553,696,673,6,14,8,0,658,16,,121
110894233,542,107,8,14,5,2,485,36,,
110902209,920,30,1,13,20,26,386,475,0.267,
110902218,671,417,38,0,33,171,420,47,0.7,
110959449,765,56,18,16,1,1,487,260,,
110983904,695,275,6,307,13,3,305,67,123.95,6
111117984,655,14,,0,0,0,651,4,,13
111128650,604,516,4,3,0,0,584,17,,225
111265979,640,244,9,22,8,579,31,0,,
122606369,1027,279,24,43,324,45,21,594,,
122627141,725,180,62,15,35,564,95,16,,
122669942,651,313,22,0,4,636,11,0,0.7,
122711320,491,311,24,15,7,7,442,20,0.45,
122772167,574,391,2,0,2,535,0,37,,12
123013009,655,171,26,12,9,161,418,55,1.333,104
123032843,1939,291,34,126,20,139,1599,55,4.65,12
123042043,595,78,31,0,2,559,14,20,,13
123077953,929,20,9,0,10,1,434,484,,
123081129,671,154,39,11,35,256,28,341,,74
123338857,1196,901,20,17,26,7,1125,21,116.333,1
123390404,676,39,78,183,124,308,35,26,,
123412219,568,254,56,5,24,42,282,215,354.967,
123501192,583,362,2,0,0,556,2,25,0.05,
123527458,655,134,40,1,157,233,237,27,,
123580377,645,428,22,122,70,425,17,11,0.283,
123614967,886,290,167,0,2,879,0,5,0.183,
123632371,740,104,3,11,0,157,571,1,0.467,6
123721252,968,100,3,0,8,959,1,0,,
123748315,695,8,2,0,5,688,0,2,,21
123813880,729,103,19,61,106,543,1,18,,
123878038,1284,261,27,30,56,1176,8,14,,12
123894606,472,357,13,14,20,28,409,1,,
123952645,529,130,1,104,5,6,414,0,,
124026416,706,396,10,3,112,222,359,10,,
124168258,763,184,67,546,53,31,108,25,,
124285236,901,21,1,0,0,900,1,0,0.517,204
124548274,1100,934,83,9,24,109,937,21,0.917,179
124616558,538,228,14,6,27,494,9,2,0.15,
124686671,794,683,48,7,782,0,0,5,,
124929919,569,455,5,0,38,527,0,4,,6
124973357,611,287,62,34,11,17,44,505,,675
125061687,521,389,8,0,1,28,439,53,,
111301646,553,55,44,14,18,416,63,42,0.083,
111420606,644,545,43,0,5,629,5,5,,24
111422551,1096,5,2,18,4,16,672,386,,
111430212,702,29,7,0,0,1,489,212,,
111528369,621,31,19,37,122,445,10,7,,
111545271,636,35,8,0,0,634,2,0,,205
111579018,981,821,41,7,18,939,17,0,77.133,281
111632365,653,88,65,288,32,79,149,105,,
111659016,709,224,25,0,1,414,92,202,5.617,
111679165,704,30,8,0,21,284,29,370,,
111848867,675,157,39,7,222,437,6,3,1.3,
111851043,596,83,4,0,0,3,589,4,0.383,13
111868203,728,47,3,33,24,19,9,643,,24
111923368,628,202,24,26,0,0,577,25,0.5,
111980545,649,19,7,0,2,647,0,0,,7
112020476,560,23,21,0,3,540,0,17,5.933,
112079076,598,284,33,63,191,335,2,7,,22
112092636,502,42,10,3,1,149,297,52,,
112122383,880,680,12,5,113,534,41,187,19.15,6
112193103,1076,668,16,1,7,1035,13,20,15.5,6
112374171,857,232,61,401,121,194,3,138,,96
112377858,491,78,3,6,0,1,484,0,,
112393429,653,37,3,1,0,615,31,6,0.333,
112407760,867,80,15,76,124,363,166,138,,
112441995,558,81,19,1,21,0,530,6,,88
112463662,605,201,22,0,0,207,389,9,0.7,256
112511272,768,139,16,28,27,1,460,252,,6
112512479,542,135,15,11,1,65,465,0,,
112523322,2609,605,62,22,46,2539,2,0,1.067,
112593309,809,319,101,12,54,49,559,135,0.767,15
112660671,666,67,6,34,266,1,327,38,,
112722850,745,385,28,13,25,688,18,1,,204
112798228,673,299,26,0,4,668,1,0,,
112836896,757,55,11,3,2,710,25,17,,1
112854434,1109,464,6,0,3,1082,0,24,,
112968834,588,232,64,171,151,131,70,65,160.033,66
125138793,1178,877,26,0,19,750,4,405,0.983,74
125242273,931,48,23,0,1,833,1,96,,61
125289431,804,67,13,0,0,791,13,0,,
125308258,630,29,53,142,173,58,26,231,,24
125350838,492,73,4,3,10,107,368,4,,
125372140,513,202,1,17,0,15,446,35,,30
125383251,690,335,11,1,10,479,189,11,,
125408708,644,167,69,116,267,62,142,57,,
125558200,662,270,32,365,46,218,5,28,0.783,
125597279,522,56,5,0,0,56,465,1,,6
125670893,857,263,20,6,10,1,806,34,0.5,37
125751083,481,280,28,5,5,0,471,0,,
125906375,1077,562,1,0,91,982,1,3,0.2,
125963836,580,56,16,126,4,323,50,77,,
125978834,710,457,35,23,79,125,335,148,0.25,
126025690,570,110,38,0,8,17,403,142,68.75,
126062563,789,455,3,0,0,21,109,659,,
113210380,761,453,48,222,0,538,0,1,14.617,
113224870,512,19,,5,2,22,436,47,0.367,6
113304673,588,48,4,0,0,584,4,0,,57
113430267,725,255,22,0,1,11,699,14,,36
113501067,718,74,36,41,56,612,1,8,0.267,
113561464,1136,690,19,149,144,598,97,148,0.333,112
113946613,842,150,48,9,31,801,1,0,5.3,
113956323,579,141,40,0,6,200,341,32,,
113986311,599,184,8,17,14,374,11,183,0.15,
114142256,592,197,13,15,20,318,173,66,,
114236387,571,11,1,38,0,0,533,0,,
114322952,461,21,2,0,0,1,459,1,,
114388692,608,64,5,39,20,48,466,35,,
114544750,473,16,,0,0,0,471,2,,
114555382,688,20,2,0,0,688,0,0,,
114573989,896,506,60,15,31,462,387,1,1.833,107
114714663,1098,49,7,0,375,300,256,167,0.233,
114870040,643,12,3,0,0,642,1,0,,
114913029,805,211,3,0,1,732,9,63,0.067,
126289893,556,312,12,0,15,524,16,1,0.333,
126312428,703,92,53,535,9,67,5,87,,
126321999,1342,386,41,197,625,227,62,231,,
126355408,568,296,97,1,0,8,497,62,,
126364256,631,172,60,10,0,617,4,0,,
126372584,595,216,32,24,9,117,389,56,0.05,84
126415832,558,159,29,0,0,557,0,1,3.133,
126548611,853,82,2,1,0,852,0,0,,
126701786,631,120,18,0,2,26,521,82,51.217,
126739964,501,286,7,0,0,124,373,4,5.933,
126748839,546,283,11,28,0,0,504,14,0.133,6
126828087,1287,234,13,6,0,0,1281,0,,24
126917438,828,123,29,504,223,57,34,10,,
126920194,714,155,71,232,23,428,25,6,,
126929665,678,100,4,263,19,90,189,117,3.7,
127056424,847,205,36,2,142,598,93,12,,
127112080,731,30,8,62,292,143,102,132,,
127423248,675,89,30,15,156,398,2,104,,
127577546,1651,1077,9,40,1497,32,60,22,31.017,
127738534,610,437,1,0,7,7,585,11,0.417,
127833342,746,135,49,158,444,10,11,123,,
127858412,540,88,13,2,0,81,411,46,59.083,154
127878043,774,302,8,622,26,116,9,1,,
114929070,563,10,1,2,0,561,0,0,,18
114991490,470,70,13,10,0,10,448,2,0.833,1
115189260,680,66,15,103,0,537,28,12,0.067,
115215355,849,267,27,1,33,5,497,313,13.233,6
115243356,1740,670,40,326,15,1177,155,67,210.15,
115283351,1418,78,12,40,375,131,786,86,,6
115449694,684,93,45,19,0,644,16,5,,
115564671,519,70,28,7,1,14,487,10,,6
115671228,672,261,15,0,9,294,1,368,0.367,
115686225,701,31,17,0,0,701,0,0,,36
115773523,1768,1041,130,47,38,4,1653,26,15.767,946
115794061,993,429,14,852,58,71,1,11,73.5,
115803484,813,202,55,0,0,813,0,0,0.033,39
115941913,599,247,21,4,137,440,4,14,,9
116112526,563,543,16,4,60,488,11,0,,7
116211674,620,22,3,14,28,51,354,173,0.283,
116220862,721,29,5,4,38,90,566,23,,
116300052,519,146,72,4,0,384,131,0,,74
116304132,720,3,1,36,10,120,527,27,,
11634587,630,90,43,327,38,184,40,41,,43
116352544,587,171,31,210,83,12,276,6,,
116392085,692,384,27,96,32,87,468,9,0.667,80
116418301,762,323,18,42,103,568,40,9,2.967,68
116455976,639,218,10,0,0,639,0,0,,6
116532666,535,112,11,36,1,399,74,25,0.367,
116579016,618,45,17,18,10,271,284,35,,
116686489,564,229,7,21,13,508,18,4,,
128158586,689,392,9,103,3,557,26,0,,
128172408,651,69,16,4,0,645,2,0,,
128244862,706,22,17,19,17,49,511,110,,
128339490,592,119,18,11,23,10,472,76,,
128406902,828,559,75,2,182,515,35,94,55.567,
128474892,884,384,27,737,94,25,19,9,,
128624416,711,76,42,140,168,369,22,12,,6
128689886,773,354,100,0,0,29,736,8,,
128694495,521,10,1,38,7,1,380,95,,
128746830,838,30,4,0,5,8,805,20,,
128780623,588,318,15,0,0,572,16,0,0.117,
128892994,642,131,21,0,219,40,130,253,,12
128916787,734,144,18,543,116,37,34,4,,
128986588,573,20,6,2,27,532,9,3,,
129021128,655,41,3,1,0,652,2,0,14.65,
129149781,1072,491,8,9,767,0,2,294,153.2,
129152921,674,97,37,173,147,177,88,89,,
129314382,921,630,17,832,33,23,33,0,,
129641501,627,168,3,78,2,303,187,57,,13
129646151,978,487,36,20,23,3,896,36,0.183,436
129730258,1391,330,17,1249,125,11,5,1,,
129753432,1570,1230,9,0,199,1342,5,24,217.533,
116812798,688,205,38,452,24,109,47,56,0.35,7
116861942,955,564,99,42,52,848,11,2,2.917,
116865104,747,255,105,6,1,293,369,78,,1
116957654,554,123,82,36,37,11,427,43,,
116994738,896,673,4,0,18,842,36,0,,
117016449,581,26,1,8,0,3,263,307,,
117064766,832,84,4,0,52,469,37,274,,
117134054,472,26,,10,6,4,401,51,,2
117172528,1047,494,12,0,4,1036,0,7,,
117201273,768,183,7,0,7,757,4,0,,6
117217850,649,113,36,49,1,159,400,40,,
117225110,532,3,3,0,0,1,520,11,,14
117235518,1007,53,5,0,99,3,826,79,1.433,
117565181,1357,810,34,562,334,190,246,25,,
117574042,1071,552,12,37,3,1002,16,13,0.133,
117701375,634,78,7,88,72,436,9,29,,
117734324,525,37,8,0,13,457,48,7,,23
117748515,1131,45,9,53,47,984,3,44,,
117754897,514,35,1,0,0,1,512,1,,
117773842,1110,134,49,2,34,1069,5,0,,
117845506,560,52,1,40,1,0,333,186,,12
117892248,917,38,11,0,1,914,0,2,0.05,488
118016237,934,105,15,360,2,566,6,0,,10
118041932,618,77,46,0,68,258,23,269,,
118095981,621,199,86,1,28,479,106,7,3.717,24
118135482,600,27,14,5,49,11,486,49,,13
118188999,906,476,34,161,229,437,36,43,,
118250923,1062,175,25,16,702,321,3,20,0.85,25
118447373,1374,862,151,0,23,1349,1,1,54.533,30
118449555,567,6,4,0,7,114,384,62,,
118467081,529,214,4,0,0,0,529,0,,6
118602337,990,140,21,339,304,67,5,275,,
118644397,605,500,10,6,0,572,27,0,,
118810889,461,251,14,0,0,97,364,0,0.667,26
118846851,626,605,12,59,15,506,5,41,42.717,42
118858624,673,374,12,34,36,24,575,4,,
118942762,564,367,13,43,42,393,84,2,158.2,
118943157,706,336,28,75,341,55,5,230,368.133,67
119091118,490,20,4,14,1,0,465,10,0.5,7
119191755,685,431,14,4,13,393,258,17,6.983,14
119221848,639,157,20,0,8,52,494,85,147.833,2819
119310349,828,218,47,460,262,48,44,14,0.083,
119311053,661,3,5,6,2,642,11,0,,
119365859,1176,492,26,8,1,0,1129,38,0.3,188
119409358,663,81,29,10,14,567,71,1,,
119494569,469,315,11,6,0,5,455,3,,
119528962,522,87,42,80,68,173,201,0,,9
119642712,675,57,1,0,9,0,0,666,,
119673802,602,36,5,22,0,48,532,0,,
119778624,758,89,4,575,169,13,0,1,,6
119783552,569,9,2,1,131,0,436,1,,
119906072,612,5,16,4,39,565,4,0,,
119965389,827,166,31,0,0,806,8,13,1.567,6
119988616,1102,552,6,68,989,42,0,3,0.833,
120034051,465,77,15,0,13,24,428,0,,465
120050999,701,452,15,3,0,672,17,9,,
120147295,996,257,20,364,73,284,253,22,2.017,24
120191414,1119,96,6,0,21,1098,0,0,,182
120265874,696,235,7,409,19,228,11,29,0.233,
120321240,799,76,5,0,1,794,0,4,,6
120510887,688,56,,0,0,102,586,0,,
129936515,757,111,17,0,5,0,442,310,,
129949113,797,35,9,26,6,756,9,0,,
129976313,1214,165,61,941,169,86,13,5,,
130096737,752,105,14,0,93,652,5,2,,
130121143,634,49,16,23,3,45,563,0,,6
130148809,619,158,36,14,18,0,519,68,,
130176581,904,528,22,245,378,239,15,27,1094.65,
130189630,1125,636,10,0,1,965,0,159,0.033,92
130195676,550,79,45,4,0,0,546,0,,
130208355,490,42,14,0,0,7,459,24,,
130313941,741,216,136,7,2,331,401,0,2.483,196
130337187,1093,460,9,1,55,826,24,187,0.133,
130371445,821,112,5,5,2,810,4,0,0.1,88
130499113,640,52,43,0,15,520,70,35,1.867,
130515996,786,470,59,231,86,185,269,15,1.083,6
130652164,921,345,81,180,262,67,235,177,,
130659085,497,75,15,4,3,191,245,54,0.717,36
130688376,908,55,34,7,33,862,5,1,,
130765832,560,52,2,0,18,540,2,0,,
130782271,833,352,64,309,41,458,25,0,0.383,
130838476,837,49,3,208,9,359,135,126,,
130844176,768,110,21,2,1,463,97,205,,
130959398,629,627,9,0,0,0,619,10,1.217,3
130960644,650,650,14,0,24,0,612,14,4.05,12
130965801,608,279,32,12,28,56,436,76,22.35,46
131129155,585,96,47,0,0,4,573,8,0.05,
131139638,617,426,25,70,3,82,460,2,0.067,6
131143562,698,41,2,10,24,662,2,0,29.083,
131174525,531,300,22,5,14,4,508,0,0.783,40
131264318,931,48,1,0,0,931,0,0,,
131316719,778,133,46,770,5,3,0,0,,
131331375,836,293,17,81,383,239,4,129,,
131397165,551,411,22,5,33,4,509,0,0.15,
131445747,675,304,54,137,429,59,20,30,,
131684753,602,377,31,13,56,118,325,90,,6
131706500,1267,176,20,116,1099,46,2,4,,
102212787,506,56,19,0,0,4,502,0,,6
103457194,577,404,22,0,5,552,6,14,72.05,12
103515817,554,235,25,42,1,94,417,0,34.283,97
104782031,931,60,10,472,2,113,219,125,,
