distinct_id,game_num,killer_with_friend_num,friend_num,new_num,duomaomao_num,advance_num,twelve_num,duomaomao2_num,min,total_pay
134110376,906,637,5,0,44,802,60,0,138.2,
134118704,557,172,42,40,13,503,0,1,,
134338494,1706,796,23,0,37,1664,5,0,,135
134350799,451,22,10,0,0,0,448,3,,
134446417,671,553,2,2,25,545,81,18,0.05,
134568000,591,16,5,0,36,0,301,254,,
134687398,641,177,20,248,47,267,60,19,,
134714901,625,201,4,0,0,623,2,0,,6
134737092,559,16,11,0,0,496,0,63,,
134781925,522,52,16,3,22,2,479,16,,
134803163,1375,448,7,0,385,966,20,4,,
134810373,551,93,13,0,8,542,0,1,0.05,
134951026,1269,75,4,0,52,22,686,509,0.5,6
134988518,1556,1290,15,26,1122,373,9,26,753.333,9
135067939,737,500,35,0,0,691,35,11,2.95,13
135216172,938,274,27,155,386,359,10,28,0.95,
135313680,512,53,9,149,0,10,350,3,,170
135347950,769,540,6,45,5,602,6,111,,4
135388525,848,259,86,177,10,45,509,107,,
135461857,930,435,23,105,59,733,2,31,0.133,2
135725707,572,4,15,7,5,1,547,12,0.083,2
135762780,1372,673,108,393,443,259,98,179,3.717,
135991326,701,223,25,8,17,471,22,183,1.517,6
136016791,839,20,6,4,11,592,95,137,,
136096892,958,49,5,143,117,178,288,232,0.733,
136135147,976,375,2,461,134,2,66,313,0.733,
136330658,573,298,7,0,0,555,18,0,,68
136471590,788,416,14,202,0,581,4,1,4.9,
136682828,1424,1357,23,14,215,1140,4,51,342.767,
136695705,809,420,35,17,247,467,12,66,6.567,51
136816004,604,346,12,17,7,470,11,99,,
136827206,626,301,9,28,64,517,17,0,,7
136873277,823,451,29,71,29,707,14,2,,
136878001,713,155,12,0,0,51,1,661,0.55,
137200921,579,80,31,213,19,10,279,58,,
137218159,679,362,10,7,50,10,608,4,,1
137262438,970,282,40,389,6,116,403,56,,
137274761,696,104,30,98,383,56,26,133,,
137374982,1446,1389,24,52,32,120,1208,34,27.667,79
137412069,523,28,20,0,1,0,499,23,,38
137460088,484,1,5,1,22,0,429,32,0.217,
137475133,773,51,3,63,377,31,94,208,,
137475143,598,228,87,0,88,45,465,0,,
137480861,691,145,74,85,75,6,492,33,,
137513272,492,15,4,79,2,0,336,75,19.4,247
137681329,627,74,12,0,19,533,28,47,25.167,444
137686228,761,353,76,126,450,135,8,42,,
137798504,777,283,5,1,3,773,0,0,,
138033149,505,31,19,0,40,1,424,40,,
138148536,578,244,6,42,76,380,45,35,0.617,
138233174,690,30,2,0,6,684,0,0,,
138241014,1180,54,2,64,16,689,407,4,0.35,13
138279294,645,465,8,3,0,640,2,0,,
138322641,988,61,7,12,0,970,6,0,,6
138409033,716,293,86,6,17,11,385,297,19.517,272
138506460,525,17,20,2,0,523,0,0,,112
138522373,872,22,1,0,17,0,410,445,,
138574308,576,68,9,0,0,574,0,2,0.2,
138594300,658,540,8,4,70,519,12,53,28.15,92
138658939,566,109,11,0,3,554,7,2,335.35,3058
138671466,1510,865,16,250,21,1200,2,37,1.567,642
138710660,649,352,25,10,0,2,628,9,3.617,45
138716563,552,8,7,0,6,514,31,1,0.1,7
138739958,710,38,28,1,16,678,10,5,,
138747624,743,339,6,0,1,0,741,1,,6
138795350,1302,126,15,88,707,105,70,332,,
138966813,746,51,10,0,0,0,746,0,,6
139064440,496,127,21,16,1,37,438,4,,
139065363,758,77,29,503,181,14,50,10,,
139095458,611,136,17,19,2,552,12,26,1.267,
139205947,969,136,39,3,9,884,43,30,,
139265563,941,210,26,45,488,60,140,208,14,
139311560,720,94,71,404,166,92,11,47,,
139332612,1231,199,3,0,26,1205,0,0,4.6,12
139346361,629,156,55,1,16,557,49,6,62.433,19
139359186,807,161,21,79,56,672,0,0,,
139428788,1063,717,11,0,12,0,890,161,10.283,
139440337,754,56,13,48,1,1,688,16,,12
139517581,645,531,3,0,0,0,643,2,,
139520522,945,930,8,4,42,889,3,7,1.267,6
139536699,636,195,23,4,0,624,1,7,,6
139554700,580,105,29,10,0,555,1,14,4.85,18
139694233,1163,984,10,0,1,1121,0,41,,6
139721248,567,366,18,8,89,457,8,5,0.35,12
139752039,466,300,11,33,3,12,418,0,,1
139790315,560,60,10,0,13,546,0,1,,
139908736,800,125,92,8,7,17,730,38,,6
139948771,758,159,2,0,0,656,84,18,,6
140063026,597,225,15,224,6,3,364,0,0.517,
140246775,736,145,22,20,1,377,14,324,,
140307317,794,198,8,74,401,205,24,90,34.15,36
140425151,632,43,7,4,0,1,616,11,,
140597190,598,26,4,0,0,598,0,0,,
140625413,716,59,47,0,13,636,6,61,0.083,
140627633,616,65,5,7,0,0,606,3,0.167,
140693263,730,7,14,0,3,724,0,3,,
140908834,754,130,,0,0,754,0,0,,
141027328,701,218,24,2,41,649,9,0,108.6,
141092563,461,37,61,16,0,0,445,0,,62
141382839,1231,1211,16,0,50,1037,75,69,1835.467,
141795405,628,389,27,0,21,474,26,107,1.35,
141799452,898,415,16,13,6,871,1,7,1.533,
141891491,533,24,7,0,0,2,371,160,,6
141893760,1075,197,138,284,491,40,6,254,,
141983512,616,616,17,25,0,591,0,0,,
141999681,503,226,29,17,0,195,287,4,,
142022006,1154,315,49,68,65,359,26,636,1.75,
142108220,898,381,10,624,52,160,56,6,,
142143566,628,280,4,78,71,261,210,8,,
142171560,809,248,92,262,55,417,34,41,0.433,
142263895,861,31,7,3,1,703,36,118,,
142288706,967,173,19,2,3,651,39,272,,24
142337383,746,126,6,0,7,606,132,1,,25
142403838,756,92,4,0,11,743,0,2,,
142506168,573,227,6,0,1,3,557,12,2.117,
142600900,581,27,20,130,5,13,429,4,,
142669183,522,262,30,4,40,27,410,41,1.25,19
142720308,1302,1207,17,17,1118,92,3,72,44.033,
142882533,629,50,4,0,165,464,0,0,,6
142887150,957,40,8,0,1,934,9,13,,
142889551,791,273,19,139,271,229,45,107,0.1,
143008751,836,173,100,182,578,32,20,24,0.567,
143033379,662,426,40,0,0,649,8,5,121.967,660
143178466,818,472,23,208,555,15,14,26,74.883,
143211839,881,488,38,0,2,851,28,0,0.417,
143240796,574,414,4,7,0,539,28,0,,
143463077,510,44,10,67,5,3,378,57,0.433,5
143467643,1251,1098,23,1,2,0,1184,64,,1
143661927,641,264,49,11,99,471,54,6,,25
143800666,1035,210,19,1,6,1024,4,0,0.15,
143949045,720,378,18,392,198,81,32,17,,
143957783,957,185,8,569,132,230,10,16,,
144072893,727,196,28,575,71,69,6,6,,
144100594,871,574,53,0,15,767,0,89,22.2,
144108964,524,15,5,73,86,44,320,1,,
144361387,562,95,54,24,0,282,226,30,,
144388982,868,485,34,0,116,331,73,348,0.367,8
144424952,754,235,9,706,27,13,0,8,,
144572606,544,83,6,0,0,528,16,0,,
144606818,479,38,15,1,2,9,466,1,2.367,1
144803387,488,19,7,7,15,10,456,0,,
144921503,739,103,14,0,0,734,5,0,,
144924740,1368,294,22,408,494,276,142,48,90.467,33
144945122,933,106,71,459,326,47,9,92,,
144996455,569,14,,0,44,509,10,6,,
145090501,770,207,2,96,305,202,9,158,,
145124437,648,83,9,0,37,8,453,150,0.55,106
145162915,485,33,28,6,5,3,471,0,,
145230059,729,200,1,0,0,704,23,2,,
145575400,776,127,48,285,192,289,4,6,,
145669437,596,419,13,8,56,81,425,26,,
145687308,674,358,62,123,45,2,12,492,,6
145711491,606,107,10,136,4,423,9,34,1.4,
14574682,653,1,,0,4,637,8,4,,
145787092,640,300,6,0,3,637,0,0,,
145796446,873,183,35,86,40,681,10,56,0.183,
145821953,833,299,80,0,12,813,6,2,,12
145852507,703,54,5,7,6,3,665,22,,
145858783,510,96,54,1,0,494,1,14,16.217,
145907346,1275,775,82,659,429,106,28,53,0.583,
145927616,710,114,25,668,4,29,9,0,,
146047064,724,482,7,9,0,302,412,1,1.95,
146243146,1006,291,7,54,1,919,3,29,,24
146292445,929,143,1,0,4,2,920,3,0.883,
146381342,690,108,36,4,116,11,306,253,,
146393568,478,60,11,0,0,0,468,10,,69
146516975,642,44,10,0,4,9,629,0,,
146644277,766,388,12,650,102,0,0,14,,
146662972,599,509,32,60,4,23,493,19,,46
146701629,1756,1227,,0,0,1756,0,0,,212
146703379,653,9,2,15,38,600,0,0,,
146765880,1213,303,26,82,388,731,7,5,,30
146803923,710,64,,8,0,702,0,0,,
146918719,1362,308,76,11,49,1298,2,2,,
146941488,566,126,38,4,15,466,2,79,,
146958421,728,105,76,191,6,6,509,16,,
147032378,883,201,6,3,4,836,26,14,91.317,
147093791,721,67,7,453,78,14,141,35,,
147149437,560,297,16,34,0,525,1,0,,
147184271,907,239,46,0,25,91,791,0,30.933,263
147185425,671,176,24,27,26,526,64,28,0.433,
147299030,677,39,24,54,10,123,191,299,,6
147531239,1159,107,104,457,221,0,49,432,58.333,
147736652,454,76,62,0,3,97,342,12,,14
147805667,886,120,19,46,14,7,819,0,,353
147857950,775,473,23,139,539,37,27,33,10.133,
147864290,593,516,2,18,10,514,44,7,0.167,
147867271,729,162,55,19,0,377,91,242,0.75,
147874654,761,79,63,167,103,201,11,279,0.133,
147962668,551,287,,0,0,0,550,1,,24
148005807,540,143,29,5,20,484,0,31,0,35
148093662,706,265,13,3,15,1,671,16,0.383,434
148126351,459,69,36,0,0,0,459,0,,30
148135416,717,134,50,492,103,97,24,1,0.867,
148158153,630,53,32,0,9,591,3,27,,7
148199823,659,413,1,0,1,0,657,1,,
148267695,616,125,40,1,121,21,216,257,,
148367317,596,149,7,9,2,584,1,0,,
148373153,531,362,43,35,19,41,424,12,0.133,
148381776,908,71,8,40,224,546,66,32,,
148413100,763,48,13,2,6,755,0,0,,
148413331,609,95,17,30,0,54,163,362,0.2,
148531808,1047,198,13,0,1,1046,0,0,0.233,
148621261,624,410,6,0,5,0,598,21,,12
148960844,581,55,52,0,1,0,580,0,,
149058580,651,265,20,39,1,600,5,6,1.75,
149150869,629,90,10,0,6,0,305,318,0.117,
149255165,667,643,16,130,46,468,14,9,3.95,
